,Company,Departments,Description,Experience,Industry,Location,Portal,Portal_Id,Posted_On,Scraped_Datetime,Skills,Title,Type,URL,_id
363,Ms. Nandita Das,['NA'],"About Ms. Nandita Dashttps://www.facebook Nanditadas Nandita Das is an Indian film actress and director. She has acted in over 40 feature films in ten different languages. As an actress, she is known for her performances in Fire (1996), Earth (1998), Bawandar (2000), Kannathil Muthamittal (2002), Azhagi, and Before The Rains (2007). Firaaq, her directorial debut feature film, premiered at the Toronto Film Festival in 2008 and has traveled to over 50 festivals, winning over 20 awards. She has been on the jury of the Cannes Film Festival twice (2005 and 2013) among others. She has been conferred the 'Knight of the Order of Arts and Letters' by the French Government and was the first Indian to be inducted into the International Women's Forum's hall of fame for her contributions to the arts. She was at Yale as a World Fellow in 2014. At present, Nandita Das is working on her next directorial venture, Manto, a film that encapsulates seven crucial years in the life of famous author Saadat Hasan Manto.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Responding to emails and calls 2. Coordinating and scheduling events3.Performing tasks like scanning, filing, collating, organizing files and folders, and doing other miscellaneous activities for herKindly note: If the candidate is from Mumbai, he/she may need to come to the office (Bandra West, Mumbai) after the lockdown once or twice a week, and the rest of the time will work from home.Skill(s) requiredMS-Word MS-PowerPoint MS-Excel English Proficiency (Spoken) English Proficiency (Written) Hindi Proficiency (Spoken) Learn these skills on Internshala Trainings Learn MS-Excel Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Jul'20 and 1st Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,-3891325924053859052,2020-08-10 11:17:57.398,2020-08-10 11:17:57.398,"['MS-Word', 'MS-PowerPoint', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Hindi Proficiency (Spoken)']",Administration Assistance,Internship,https://internshala.com/internship/detail/administration-assistance-work-from-home-job-internship-at-ms-nandita-das1595839630,5f312f623fca4a5498b8c164
364,Ms. Nandita Das,['NA'],"About Ms. Nandita Dashttps://www.facebook Nanditadas Nandita Das is an Indian film actress and director. She has acted in over 40 feature films in ten different languages. As an actress, she is known for her performances in Fire (1996), Earth (1998), Bawandar (2000), Kannathil Muthamittal (2002), Azhagi, and Before The Rains (2007). Firaaq, her directorial debut feature film, premiered at the Toronto Film Festival in 2008 and has traveled to over 50 festivals, winning over 20 awards. She has been on the jury of the Cannes Film Festival twice (2005 and 2013) among others. She has been conferred the 'Knight of the Order of Arts and Letters' by the French Government and was the first Indian to be inducted into the International Women's Forum's hall of fame for her contributions to the arts. She was at Yale as a World Fellow in 2014. At present, Nandita Das is working on her next directorial venture, Manto, a film that encapsulates seven crucial years in the life of famous author Saadat Hasan Manto.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Design and update the webpage look, layout, and features 2. Write and edit website content 3. Design website architecture and pages 4. Update website and create backupsKindly note: If the candidate is from Mumbai, he/she may need to come to the office (Bandra West, Mumbai) after the lockdown once or twice a week, and the rest of the time will work from home.Skill(s) requiredJavaScript CMS UI & UX Design Learn these skills on Internshala Trainings Learn UI & UX DesignWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 28th Jul'20 and 1st Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,1398431950468743242,2020-08-10 11:17:59.823,2020-08-10 11:17:59.823,"['JavaScript', 'CMS', 'UI & UX Design']",Website Designing,Internship,https://internshala.com/internship/detail/website-designing-work-from-home-job-internship-at-ms-nandita-das1595842847,5f312f623fca4a5498b8c165
365,Nidhi Tripathi,['NA'],"About Nidhi Tripathi hcltss.comHCL Technologies is a next-generation global technology company that helps enterprises reimagine their businesses for the digital age. Our technology products, services, and engineering are built on four decades of innovation, with a world-renowned management philosophy, a strong culture of invention and risk-taking, and a relentless focus on customer relationships. We offer an integrated portfolio of products, solutions, services, and IP through our Mode 1-2-3 strategy, built around digital, IoT, cloud, automation, cybersecurity, analytics, infrastructure management, and engineering services, among others. With a worldwide network of R&D, innovation labs and delivery centers, and 137,000+Ideapreneurs' working in 44 countries, HCL serves leading enterprises across key industries, including 250 of the Fortune 500 and 650 of the Global 2000.About the internshipSelected intern's day-to-day responsibilities include: 1. Sourcing candidates 2.Taking initial interviews to check communication skills of the candidates 3. Coordinating during the walk-in drives and other HR activities.If you are looking for job opportunity then also you can apply for this position.Skill(s) requiredMS-PowerPoint MS-Excel Learn these skills on Internshala Trainings Learn MS-ExcelWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 28th Jul'20 and 1st Sep'203. are available for duration of 3 months4.are from Delhi, Noida and neighboring cities5. have relevant skills and interestsOther requirements1. Good communication skills 2. Knowledge of Excel is required PerksCertificateNumber of openings5 ",Not Applicable,NA,"Delhi, Noida",Internshala,6648439150383727141,2020-08-10 11:18:01.783,2020-08-10 11:18:01.783,"['MS-PowerPoint', 'MS-Excel']",Human Resources (HR),Internship,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-noida-at-nidhi-tripathi1595929734,5f312f623fca4a5498b8c166
366,IIFL Securities Limited,['NA'],"About IIFL Securities Limitedhttps://www.iifl India Infoline Securities Limited is a leading organization providing professional financial services globally and serving more than 10,000 employees. It also has a strong presence in the stock market, loans and securities. It is among the smartest companies in the world. With operations spread across 1400 branches and a complete range of simplified solutions for the financial securities of customers.About the work from home job/internshipSelected intern's day-to-day responsibilities include:1. Analyze how working in capital markets can help 2. Learn fundamental & technical analysis 3. Create financial awareness 4. Learn how investments work as growth propellers 5. Find the avenues in the capital market 6. Understand the stocks, currency, commodities, mutual funds, insurance, and other financial instruments 7. Work on leads8. How to do research on the basis of fundamental analysisWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 27th Jul'20 and 31st Aug'203. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hours5 days a weekNumber of openings20 ",Not Applicable,NA, Work From Home,Internshala,-6389093094082710977,2020-08-10 11:18:03.524,2020-08-10 11:18:03.524,['NA'],Finance And Marketing,Internship,https://internshala.com/internship/detail/finance-and-marketing-work-from-home-job-internship-at-iifl-securities-limited1595835124,5f312f623fca4a5498b8c167
367,BYJU'S The Learning App,['NA'],"About BYJU'S The Learning Apphttp://byjus BYJU'S is India's largest ed-tech company and the creator of India's largest K12 learning app which offers highly adaptive, engaging and effective learning programs for students in classes 4-12 (K-12) and competitive exams like JEE, NEET, CAT, IAS, GRE, and GMAT. Today, BYJU'S has over 16 million downloads, 9 lakh annual paid subscriptions and sees the addition of 30,000 students every month. With an average time of 57 minutes being spent by a student on the app every day, the BYJU'S app is making learning enjoyable and effective. Renewal rates are as high as 85%. Launched in 2015, BYJU'S has become the most loved and preferred education app for students across age groups. Delivering a world-class learning experience, BYJU'S is paving the way for new-age, geography-agnostic learning tools that sit at the cross-section of mobile, interactive content and adaptive learning methodologies.About the internshipSelected intern's day-to-day responsibilities include:1. Working on interacting with school personnel and informing them about the ongoing project 2. Working on achieving weekly targets of interaction and closures 3. Working on maintaining a detailed report of daily appointments and followups 4. Working on calling and meeting (if necessary) the prospects for the business 5. Working on strategizing and creating plans to reach out to our prospects 6. Working on reporting daily progress to immediate reporting managersSkill(s) requiredMS-Excel Learn these skills on Internshala Trainings Learn MS-ExcelWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 16th Jul'20 and 21st Aug'203. are available for duration of 1 month4.are from Asansol, Burdwan, Durgapur, Andal, Raniganj, Birbhum, Memari, Katwa and neighboring cities5. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksLetter of recommendationFree snacks & beveragesNumber of openings10 ",Not Applicable,NA,"Asansol, Burdwan, Durgapur, Andal, Raniganj, Birbhum, Memari, Katwa",Internshala,8935225799411987747,2020-08-10 11:18:06.058,2020-08-10 11:18:06.058,['MS-Excel'],Marketing,Internship,https://internshala.com/internship/detail/marketing-internship-in-multiple-locations-at-byjus-the-learning-app1594911247,5f312f623fca4a5498b8c168
368,BoAT (Imagine Marketing Private Limited),['NA'],"About BoAT (Imagine Marketing Private Limited) boat-lifestyle products.htmlboAt is a lifestyle brand that deals in fashionable consumer electronics like - earphones, headphones, speakers, travel charger & premium rugged cables. Our products blend into your daily lifestyle, almost to the point of being a fashion accessory and a perfect fit for your ambient surroundings. About the internshipSelected intern's day-to-day responsibilities include: 1. Handle calls regularly of the after-sales services function 2. Manage telephonic interaction with the customers on queries, issues, etc. 3. Send daily call completion report to the supervisorWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 16th Jul'20 and 20th Aug'203. are available for duration of 6 months4.are from Mumbai and neighboring cities5. have relevant skills and interestsPerksLetter of recommendationJob offerNumber of openings6 ",Not Applicable,NA,Mumbai,Internshala,-2893762765303923724,2020-08-10 11:18:07.858,2020-08-10 11:18:07.858,['NA'],Telecalling,Internship,https://internshala.com/internship/detail/telecalling-internship-in-goregaon-at-boat-imagine-marketing-private-limited1594901761,5f312f623fca4a5498b8c169
369,Times Network,['NA'],"About Times Networkhttp://timesnetwork.in/Times Network is part of India's largest media conglomerate, The Times of India Group. It houses upscale brands including ET NOW - India's no. 1 stock and business news channel; Movies Now - India's leading English movies channel; Romedy Now - a unique destination for love and laughter; Times Now - India's No. 1 English news channel; and Zoom - India's No. 1 Bollywood channel. The network delivers segmented and differentiated content under one umbrella. It informs, entertains, and engages over 100 million urban affluent viewers in India and is available in 76 countries across the globe.About the work from home job/internshipSelected intern's day-to-day responsibilities include:1. Researching and writing meaningful and engaging content such as articles, breaking news, research, etc. for Timesnownew.com and its video platform on Youtube 2. Creating and ensuring seamless delivery of content and producing end-to-end content around Entertainment, ET Now, Times Now, and Mirror Now 3. Working on promoting our videos and content on Youtube channelsNote: 1. Website link: https://www.timesnownews.com 2. YouTube channel link: https://www.youtube user/timesnowonlineWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 13th Jul'20 and 17th Aug'203. are available for duration of 6 months4. have relevant skills and interestsPerksCertificateFlexible work hours5 days a weekNumber of openings4 ",Not Applicable,NA, Work From Home,Internshala,-233718883019927490,2020-08-10 11:18:09.347,2020-08-10 11:18:09.347,['NA'],Content Writing,Internship,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-times-network1594645708,5f312f623fca4a5498b8c16a
370,IIFL Securities Limited,['NA'],"About IIFL Securities Limitedhttps://www.iifl India Infoline Securities Limited is a leading organization providing professional financial services globally and serving more than 10,000 employees. It also has a strong presence in the stock market, loans and securities. It is among the smartest companies in the world. With operations spread across 1400 branches and a complete range of simplified solutions for the financial securities of customers.About the work from home job/internshipWe are looking for an enthusiastic marketing intern to join our marketing department and provide creative ideas to help achieve our goals. Selected intern's day-to-day responsibilities include developing and implementing marketing strategies.Who can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 4th Jul'20 and 10th Aug'203. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendation5 days a weekNumber of openings20 ",Not Applicable,NA, Work From Home,Internshala,39048150743363856,2020-08-10 11:18:11.023,2020-08-10 11:18:11.023,['NA'],Marketing,Internship,https://internshala.com/internship/detail/marketing-work-from-home-job-internship-at-iifl-securities-limited1593853928,5f312f623fca4a5498b8c16b
371,UpGrad,['NA'],"About UpGradhttps://www.upgrad.comUpGrad is India's hottest online education startup. Equipped with US $15 million capital and a committed team around Ronnie Screwvala and Mayank Kumar, our mission is to empower individuals to reach their full professional potential in the most engaging learning environment. Our company is partnering with universities and corporates to unite the academia and industry and bring education in India to the next level. With a lack of more than one million skilled individuals in areas such as big data and digital business management, we are creating postgraduate programs for working professionals in new-age, industry-relevant areas. Merging the latest technology, pedagogy, and services, we are creating an immersive student experience anytime and anywhere.About the internshipSelected intern's day-to-day responsibilities include: 1. Teach students online/offline by conducting sessions for our tech programs(Must have at least 2+ years of Exp, less than 2 only if you stand out to be exceptionally good) 2. Work with Content Team to facilitate feedback from students and incorporate necessary changes in our program content 5. Assist the instructional plan (course outline or syllabus) for the course(s) you teach and ensure that it meets college and UpGrad's standards 6. Assess students' progress by grading assignments, tests, and other work 7. Prepare the presentation a week prior to the topic (tentatively by Wednesday) & submit the same to the content team 8. Prepare the project & content work, depending upon the requirement of the curriculum 9. Shoot videos for the students on specific topics of your domainSkill(s) requiredJava HTML CSS JavaScript Hibernate (Java) Spring MVC GitHub ReactJS Learn these skills on Internshala Trainings Learn Java Learn HTML Learn CSSWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 2nd Jul'20 and 19th Aug'203. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Other requirements1. Notice period: 15-30 days PerksCertificateFlexible work hours5 days a weekNumber of openings10 ",Not Applicable,NA,"Delhi, Pune, Saharanpur, Noida",Internshala,4055192189032916349,2020-08-10 11:18:12.242,2020-08-10 11:18:12.242,"['Java', 'HTML', 'CSS', 'JavaScript', 'Hibernate (Java)', 'Spring MVC', 'GitHub', 'ReactJS']",Teaching Instructor/Subject Matter Expert (Full Stack Program),Internship,https://internshala.com/internship/detail/teaching-instructor-subject-matter-expert-full-stack-program-internship-in-multiple-locations-at-upgrad1593675741,5f312f623fca4a5498b8c16c
372,Delite Industries Private Limited,['NA'],"About Delite Industries Private Limitedhttps://delitedeals Delite Industries Private Limited is a conglomerate business empire in multidiversified fields dealing in e-commerce, insurance, event management, pharmacy, hospitality, advertising, and media, etc.About part time job/internshipSelected intern's day-to-day responsibilities include: 1. Manage categories and brand 2. Manage merchandise and procurement3. Work on corporate tie-ups 4. Manage logisticsSkill(s) requiredSalesforceWho can apply Only those candidates can apply who: 1. are available for the part time job/internship2. can start the part time job/internship between 8th Aug'20 and 12th Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hoursInformal dress codeFree snacks & beveragesNumber of openings18 ",Not Applicable,NA,Delhi,Internshala,-2777828014139805933,2020-08-10 11:18:14.098,2020-08-10 11:18:14.098,['Salesforce'],Business Development (Sales),Internship,https://internshala.com/internship/detail/business-development-sales-part-time-job-internship-at-delhi-in-delite-industries-private-limited1596895959,5f312f623fca4a5498b8c16d
373,Sevenkosmos,['NA'],About SevenkosmosSevenkosmos is an e-commerce business that is providing a platform to all high-quality products to meet their end term customers and our goal is to promote the best products to the people.About the ProgramSelected intern's day-to-day responsibilities include: 1. Promoting sevenkosmos and its products2. Generating leads and creating strategies for the organisation 3. Coordinate with the team and convey the progress report 4. Social media marketing Learning opportunities1. Learn how to generate leads 2. Enhance your Marketing skills Skill(s) requiredSocial Media Marketing Learn these skills on Internshala Trainings Learn Social Media MarketingWho can apply Only those candidates can apply who: 1. can start the part time job/internship between 8th Aug'20 and 12th Sep'202. are available for duration of 2 weeks3. have relevant skills and interests Rewards and incentives1. Letter of appreciation (Performance-based) 2. Performance based incentives as per which you will get free products and discounts vouchers on the products 3. Discount coupons PerksCertificateFlexible work hours5 days a week Selection procedure1. Shortlist as per the Application 2. Selection on the basis of interview response Number of openings20 ,Not Applicable,NA, Work From Home,Internshala,-3282632583896105918,2020-08-10 11:18:15.946,2020-08-10 11:18:15.946,['Social Media Marketing'],Campus Ambassador,Internship,https://internshala.com/internship/detail/campus-ambassador-programme-at-sevenkosmos1596872829,5f312f623fca4a5498b8c16e
374,Bal Prakash School,['NA'],"About Bal Prakash School balprakash.orgStarted in 1996, Bal Prakash is a free residential school for underprivileged children located in Ajmer Rajasthan, India. It has around 80 students from all religion/caste/creed.About the work from home job/internshipSelected intern's day-to-day responsibilities include finding video tutorials and other tutorials and organizing them on our website so that students can find them easily.Skill(s) requiredWordPress MS-Excel Learn these skills on Internshala Trainings Learn MS-ExcelWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 8th Aug'20 and 12th Sep'203. are available for duration of 1 month4. have relevant skills and interestsPerksLetter of recommendationFlexible work hoursNumber of openings2 ",Not Applicable,NA, Work From Home,Internshala,1289684564334344736,2020-08-10 11:18:17.360,2020-08-10 11:18:17.360,"['WordPress', 'MS-Excel']",Data Entry,Internship,https://internshala.com/internship/detail/data-entry-work-from-home-job-internship-at-bal-prakash-school1596895669,5f312f623fca4a5498b8c16f
375,Headstrt,['NA'],"About Headstrthttps://www.headstrt Headstrt is a C corporation registered in Colorado, USA with a mailing address in Silicon Valley, CA, USA. We are operating as a foreign entity in multiple countries. If you are high-skilled, ""growth-hungry"", enjoy work flexibility, and want to solve a novel problem that can impact millions of lives and get you fame, then come join us. There is no one in India who is doing what we are doing. We are insights powered social learning network and scaling ed-tech with social Learning.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Create engaging, fun, and on-brand videos with real people to build stories 2. Successfully execute pre-production & post-production to deliver high-quality videos with great audio & prop effects 3. Liaise with the founder to promote the brand aggressively across networksSkill(s) requiredAdobe Photoshop Video Editing Adobe Flash Video Making Copywriting Adobe After Effects Learn these skills on Internshala Trainings Learn Adobe PhotoshopWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 8th Aug'20 and 12th Sep'203. are available for duration of 6 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hoursNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,-6652623108344726147,2020-08-10 11:18:19.991,2020-08-10 11:18:19.991,"['Adobe Photoshop', 'Video Editing', 'Adobe Flash', 'Video Making', 'Copywriting', 'Adobe After Effects']",Video Marketing,Internship,https://internshala.com/internship/detail/video-marketing-work-from-home-job-internship-at-headstrt1596894909,5f312f623fca4a5498b8c170
376,DPhi,['NA'],"About DPhihttp://dphi.techDPhi is a community that started with a vision to build data culture and democratize data science learning.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Working on marketing and managing/engaging the community 2. Conceptualizing, drafting, and editing various content pieces that include but not limited to writing blog articles, PR articles, social media posts, video conceptualization, website content, etc. 3. Staying abreast of developments with the latest best practices of content marketing and community management 4. Tailoring marketing campaigns on different marketing channels (includes both conceptualizing and execution)Skill(s) requiredSocial Media Marketing Digital Marketing Search Engine Optimization (SEO) Facebook Marketing Creative Writing Email Marketing Copywriting English Proficiency (Written) Instagram Marketing Learn these skills on Internshala Trainings Learn Social Media Marketing Learn SEO Learn Facebook Marketing Learn Creative Writing Learn Email Marketing Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 9th Aug'20 and 13th Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.Other requirements1. Candidates with a passion for data science or a background in data science is will be preferred 2. Must have good written & verbal communication skills in English 3. Must be an avid reader and always up for taking new initiatives or identify the growth areas 4. Must have an ABL (AlwaysBeLearning) philosophy and put things that are learned into practice 5. A multitasking head, self-driven, and a go-getter 6. Strong attention to detail 7. Having experience writing technical articles related to ML, AI in context to the financial industry is a plus (not mandatory though) 8. Must be open to learning tools- there will be tons of things to learn during the internship process PerksCertificateLetter of recommendationFlexible work hoursNumber of openings2 ",Not Applicable,NA, Work From Home,Internshala,5980145274174754367,2020-08-10 11:18:22.240,2020-08-10 11:18:22.240,"['Social Media Marketing', 'Digital Marketing', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Creative Writing', 'Email Marketing', 'Copywriting', 'English Proficiency (Written)', 'Instagram Marketing']",Digital Marketing,Internship,https://internshala.com/internship/detail/digital-marketing-work-from-home-job-internship-at-dphi1596964889,5f312f623fca4a5498b8c171
377,Personage Corporation Private Limited,['NA'],"About Personage Corporation Private Limitedhttp://personage.in/We at Personage believe human capacities are best tapped and enabled if looked at from the following dimensions: physical, emotional, cognitive, social, and career. We achieve this by continuous interactions with thought leaders across the world and aligning our programs to the emerging paradigm. Some of our reputed clients include Bombay Chamber of Commerce and Industry, Tribhovandas Bhimji Zaveri, JW Marriott, Niranta transit hotels, Jet Airways, and more.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Writing email sequences for digital marketing 2. Crafting written content as required - blogs, program content, presentation scripts, speeches, etc. 3. Converting audio and video conversations into blogs 4. Writing, designing, and posting content on social media 5. Creating and assisting with content for videos and editingSkill(s) requiredMS-Office Blogging Google AdWords Search Engine Optimization (SEO) Copywriting English Proficiency (Spoken) English Proficiency (Written) Learn these skills on Internshala Trainings Learn Creative Writing Learn Google AdWords Learn SEO Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 8th Aug'20 and 12th Sep'203. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksLetter of recommendationAdditional InformationThis is a performance-based internship. In addition to the minimum assured stipend, candidates will be paid an incentive of Rs. 1500 based on the monthly performance, attendance, etiquette, and time deliverables.Number of openings1 ",Not Applicable,NA, Work From Home,Internshala,8915270033873834229,2020-08-10 11:18:24.219,2020-08-10 11:18:24.219,"['MS-Office', 'Blogging', 'Google AdWords', 'Search Engine Optimization (SEO)', 'Copywriting', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Content Writing,Internship,https://internshala.com/internship/detail/content-writing-work-from-home-job-internship-at-personage-corporation-private-limited1596894523,5f312f623fca4a5498b8c172
378,Kayne Biosciences Limited,['NA'],"About Kayne Biosciences Limited kamalafarms.comWe are an agricultural-based company specializing in hydroponics and consultation services. We also train for the same. About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Work on assisting in project execution2. Write proposals, timelines, and other things needed for project execution 3. Work on collecting and collating the data to track project progress4. Work on communicating the project updates to the manager and the clientSkill(s) requiredCreative Writing Report Writing Client Relationship English Proficiency (Spoken) English Proficiency (Written) Learn these skills on Internshala Trainings Learn Creative Writing Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 9th Aug'20 and 13th Sep'203. are available for duration of 3 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hoursNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,7513260440270730795,2020-08-10 11:18:26.491,2020-08-10 11:18:26.491,"['Creative Writing', 'Report Writing', 'Client Relationship', 'English Proficiency (Spoken)', 'English Proficiency (Written)']",Operations,Internship,https://internshala.com/internship/detail/operations-work-from-home-job-internship-at-kayne-biosciences-limited1596958803,5f312f623fca4a5498b8c173
379,Digi Elephant,['NA'],"About Digi Elephant digielephant.comDigi Elephant is an ever-evolving peppy digital marketing company that has got the ability to cater to all your online marketing service requirements. Having a digital presence is a must these days and most businesses have already realized the huge potential of the Internet. In 2018, just having a mere online presence wouldn't be enough and you ought to do more to make your presence felt on the internet so you attract and engage the modern, advanced and tech-savvy web-surfers.About the internshipSelected intern's day-to-day responsibilities include: 1. Managing social media pages of different clients in accordance with the marketing plan 2. Coming up with new ideas to drive engagement and make social media pages more interesting 3. Planning and curating content for digital marketing campaigns, including web, SEO/SEM, email, and blogs 4. Designing, developing and maintaining the WordPress website 5. Working on graphic designing & assisting our designer with ideas for designing 6. Working on various activities (on-page & off-page) to boost SEO for clients 7. Preparing online newsletters/promotional emails and organizing their distribution through various channels 8. Acquiring insight into online marketing trends and keeping strategies up-to-dateSkill(s) requiredDigital Marketing Search Engine Optimization (SEO) English Proficiency (Written) Learn these skills on Internshala Trainings Learn SEO Learn Business CommunicationWho can apply Only those candidates can apply who: 1. are available for full time (in-office) internship2. can start the internship between 8th Aug'20 and 12th Sep'203. are available for duration of 3 months4.are from Ahmedabad, Gandhinagar and neighboring cities5. have relevant skills and interestsPerksCertificateLetter of recommendationFlexible work hoursInformal dress code5 days a weekNumber of openings3 ",Not Applicable,NA,"Ahmedabad, Gandhinagar",Internshala,5749422619327879518,2020-08-10 11:18:28.186,2020-08-10 11:18:28.186,"['Digital Marketing', 'Search Engine Optimization (SEO)', 'English Proficiency (Written)']",Search Engine Optimization (SEO),Internship,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-ahmedabad-gandhinagar-at-digi-elephant1596894717,5f312f623fca4a5498b8c174
380,Pine & Lime,['NA'],"About Pine & Lime pineandlime.shop/Pine & Lime creates memory maps that remind you of memories that can't be captured in a photograph.We've created a tool that allows people to create their own memory maps by entering a special location, description, and date. About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Work on creating new templates for memory maps with product and design teams 2. Work on automating operational processes such as sending images, creating print sheets, and report creation 3. Work on website and admin views on WixSkill(s) requiredHTML CSS JavaScript Learn these skills on Internshala Trainings Learn HTML Learn CSSWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 9th Aug'20 and 13th Sep'203. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hoursNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,-6113861311751127672,2020-08-10 11:18:31.048,2020-08-10 11:18:31.048,"['HTML', 'CSS', 'JavaScript']",Web Development,Internship,https://internshala.com/internship/detail/web-development-work-from-home-job-internship-at-pine-lime1596964674,5f312f623fca4a5498b8c175
381,SHWH - Some Hands With Hearts,['NA'],"About SHWH - Some Hands With HeartsSHWH - Some Hands With Hearts sells handmade Indian products with an assurance of authenticity and genuinity of being handmade. We have a complete transparency in our system. SHWH believes in changing lives - firstly the life of an individual i.e the creator (artisan, designer, artist, etc.)and then a community as a whole.About the work from home job/internshipSelected intern's day-to-day responsibilities include: 1. Surf through social media accounts of likes and make a database 2. Conduct surveys with the people from the database obtained 3. Analyse and deduce based on the survey conducted and databse madeWho can apply Only those candidates can apply who: 1. are available for the work from home job/internship2. can start the work from home job/internship between 10th Aug'20 and 14th Sep'203. are available for duration of 2 months4. have relevant skills and interests* Women wanting to start/restart their career can also apply.PerksCertificateLetter of recommendationFlexible work hours5 days a weekNumber of openings1 ",Not Applicable,NA, Work From Home,Internshala,767279056067174441,2020-08-10 11:18:33.806,2020-08-10 11:18:33.806,['NA'],Business Development (Sales),Internship,https://internshala.com/internship/detail/business-development-sales-work-from-home-job-internship-at-shwh-some-hands-with-hearts1596730719,5f312f623fca4a5498b8c176
